Hash,Message,Hashes of parents,Is a merge commit?,List of modified files
24398390931b710c91a6833b30b2d22aa25ae309,"Fix ApiGateway.py sample (#666)

Correct the ApiGateway sample code so the stack is being created correctly now (original one raises errors during creation).",b3cfcba33325467897e67c56abb263062aa8abdf,False,"ApiGateway.py, ApiGateway.template"
2be8909f3e7a30cd9a14c75f727110dff196c44c,SSM Targets - fix spelling mistake (Value => Values) (#673),ce86f905453ed60c6c9e4a997ccaab1598abe6d8,False,ssm.py
34846a5bd0207569dd7d32b57356716addd848b4,"Do json validation on ApiGateway::Model Schema (Fix #679) (#681)

Allow both a string and dict for the ApiGateway::Model Schema.
The string form is checked for a valid json string and the dict
form is converted into a json string.",2be8909f3e7a30cd9a14c75f727110dff196c44c,False,"test_apigateway.py, apigateway.py"
9dcf5e0b30141641a0e182257b34720bcf07d730,Fix typo in S3_Bucket_With_Versioning_And_Lifecycle_Rules.py (#693),efeca741d8185bb3949e7f0cb34a6182536d9522,False,S3_Bucket_With_Versioning_And_Lifecycle_Rules.py
efb3795f4989a02aac2453042440f4a453973e5f,Fix typo in S3_Bucket.py example (#696),60b0ea19c325f962388f014808afe5ad1cf719a7,False,"S3_Bucket.py, S3_Bucket.template"
8cabd6f4398ead60b3125a0ecd069ff0e8b8918b,Add ManagedPolicyName to AWS::IAM::ManagedPolicy (Fixes #714),efb3795f4989a02aac2453042440f4a453973e5f,False,iam.py
994be5d2a95b4f82c800affb51e97e22dfc6423e,Add better validations for Parameter Default types (Fixes #717),3bc7ef98936b4a5308b7de14014e65e800a9c04a,False,"test_basic.py, __init__.py"
88807a3860044e95d55ce5d8b8b010750141d9b6,"Add WAFRegional support (#723)

* Add WAFRegional support.
* Add WAFRegional version of WAF sample.
* Fixes #721",994be5d2a95b4f82c800affb51e97e22dfc6423e,False,"WAF_Regional_Common_Attacks_Sample.py, WAF_Regional_Common_Attacks_Sample.template, wafregional.py"
413e391cc04357b15af52d72f9337f43ab709d6b,fix for ElastiCacheRedis.py example to use awacs (#725),88807a3860044e95d55ce5d8b8b010750141d9b6,False,"ElastiCacheRedis.py, ElastiCacheRedis.template"
123459478943e57affab4901277fa5032f3c032d,"Fix/issue 726 emr autoscaling (#729)

* Add EMR AutoScalingPolicy support",413e391cc04357b15af52d72f9337f43ab709d6b,False,"EMR_Cluster.py, EMR_Cluster.template, test_emr.py, emr.py"
b1137cce431dd7ef5002448bbc975723f5272a37,EMR change: Dimension to MetricDimension plus a couple fixups,123459478943e57affab4901277fa5032f3c032d,False,"EMR_Cluster.py, test_emr.py, emr.py"
36fa6c1dd05e0ef9d3af7920d83226c98253cb32,Add AWS::Cognito (fixes #720),b1137cce431dd7ef5002448bbc975723f5272a37,False,cognito.py
779ba85f7e1577e16161a26da480c9b892541471,Fix NamespaceType typo in codebuild::Artifacts() (fixes #701),36fa6c1dd05e0ef9d3af7920d83226c98253cb32,False,codebuild.py
39ab2e7e09dcf0b45bcb0145fb0f8364dfc8ff84,"Raise ValueError for Outputs and Mappings - Fix Issue #732 (#733)

* Added test cases for testing maximum outputs and maximum mappings
* Added exceptions when Maximum Outputs >= 60 or Maximum Mappings >= 100
* Added MAX_ variables and cleaned up hard coded values for the four MAX_ test cases",cac81c62f591ac0cc25547ef4491fbf5f0831f50,False,"test_template.py, __init__.py"
67edaeff77563e7eabdae08e8711bbd2641a5b9f,Output yaml (to_yaml) using cfn_flip (Fixes #567),d4bb0e5f075a4253ac1a3c7143aec9857d642393,False,"setup.py, test_yaml.py, __init__.py"
f263b9e09b29ddc47c9f03e147125278a4fb665c,Fix pycodestyle issue in tests/test_yaml.py,67edaeff77563e7eabdae08e8711bbd2641a5b9f,False,test_yaml.py
b44d4e40124f1a1dd583a524848538c97f81ce65,"EFS DependsOn Ref to object fix (#746)

* Updated DependsOn call to use more pythonic DependsOn vs Ref()
* removed title argument in favor of the positional argument for naming a resource",9a84f720788b0f4d008e56aec8f2addfc048c01c,False,"EFS.py, EFS.template"
d7c661b25d720702bd6259835a8c140cfa8a2cef,Fixed UsagePlan example to proper Ref (#755),9d73576d3db997c6c078a4478c87763f1ae4a0e8,False,"ApiGateway.py, ApiGateway.template"
a6c44e9aff5003e25e8536091bb468ab50ccd0b5,Fix cognito StringAttributeConstraints property names (Fixes #756),d7c661b25d720702bd6259835a8c140cfa8a2cef,False,cognito.py
416eab5a759bb9359aed22b1d528be678b8b7573,Raise TypeError when a scaler AWSHelperFn is used in a list context (#751),a6c44e9aff5003e25e8536091bb468ab50ccd0b5,False,"test_basic.py, __init__.py"
1890cd1a8826142d3ab9fb31e08c89b1277c52ac,Make it easier to get at hidden attributes (Fixes #760),f4a351fb25215b8e65eba4a37c8fd5646a374490,False,"test_basic.py, __init__.py"
122e9d33f2ef8e4d72104f84b2208618c7a98387,Add AWS::CloudWatch::Dashboard (Fixes #763),3a3004a183fd0d70e57b9c9d1b92763b2962d09e,False,cloudwatch.py
52d24e0d9b7ee19d1c879f00e94ed0cdce912ed6,"Special case If during parameter checking (Fixes #772)

The If conditional can return any variety of types including both scalers
and lists. This change special cases it against a stricter list check.",61fe618163d659b53611b9b0fe18328028126a24,False,"test_basic.py, __init__.py"
5cd715e904aec0effd351a789706cf5f017b1e89,Handle SQS QueueName using an AWSHelperFn (Fixes #773),52d24e0d9b7ee19d1c879f00e94ed0cdce912ed6,False,"test_sqs.py, sqs.py"
5ba7856a3f0d1eb9a9aee6413ff32d93ac222154,"Revert ""Fix pycodestyle issue in tests/test_yaml.py""

This reverts commit f263b9e09b29ddc47c9f03e147125278a4fb665c.",3b78644106368c195399477f2e47552f4497bd0d,False,test_yaml.py
27cae6009f5134e7daa20ff5ff2828cf7f9fd6a1,"Revert ""Output yaml (to_yaml) using cfn_flip (Fixes #567)""

This reverts commit 67edaeff77563e7eabdae08e8711bbd2641a5b9f.",5ba7856a3f0d1eb9a9aee6413ff32d93ac222154,False,"setup.py, test_yaml.py, __init__.py"
f8c4aaf1350860db38e506283f7de19b6372667f,"Revert ""Special case If during parameter checking (Fixes #772)""

This reverts commit 52d24e0d9b7ee19d1c879f00e94ed0cdce912ed6.",27cae6009f5134e7daa20ff5ff2828cf7f9fd6a1,False,"test_basic.py, __init__.py"
99fd7a4a26a54410dc9ad8a8ea1c74598e9e888d,"Revert ""Raise TypeError when a scaler AWSHelperFn is used in a list context (#751)""

This reverts commit 416eab5a759bb9359aed22b1d528be678b8b7573.",f8c4aaf1350860db38e506283f7de19b6372667f,False,"test_basic.py, __init__.py"
ac181b035219438e64e23178c7ac9307ebbf394f,"Add support for EFS encryption (#789)

* Add support for EFS encryption
* Fix 2to3 behavior",8a3e590236bb6b32e83b3699117c285fe3392cde,False,".travis.yml, efs.py"
c4d693752861564daa270b8b710fb8a5ab62bab9,"[Issue-795] VPC expansion support (#797)

* Added the `CidrBlock` property to VPCCidrBlock to support adding
  a second CIDR block to a VPC",7d2e31b905e535994e6b1d55ab46f1bef932b989,False,ec2.py
fcaa9674018ee5cb7ffadef4a44b7321b64935d6,Fix typos in examples/DynamoDB_Table.py (#807),1b31aa6d0a96479f88dfa95e67ce3668e7c09329,False,"DynamoDB_Table.py, DynamoDB_Table.template"
9ff3e3c5076ff60ea2016e0fb7b3c7287a1de462,Fix spelling error  to  in RedshiftVPC example (#811),89766217306b3a104dc7e105020caba725fd1e2f,False,"RedshiftClusterInVpc.py, RedshiftClusterInVpc.template"
10b106cc03e97edc6d0d271a224baf7e043c17d5,Add S3 Bucket MetricsConfiguration and fix TagFilter spelling,922d404ce87a3aa55bde64dc90dd82e952b4929f,False,s3.py
d7c7076b48d490851e29192077e9ff2a98789452,Rename AWS_DOMAINSUFFIX to AWS_URL_SUFFIX,10b106cc03e97edc6d0d271a224baf7e043c17d5,False,__init__.py
4bdf6c770331e7d3d955f09b1950cdbdf4174454,"Add S3 Transfer Acceleration to AWS::S3::Bucket (#833)

* Add S3 Transfer Acceleration to AWS::S3::Bucket

* Fix style issues

* Add tests for AccelerateConfiguration

* Use a custom validator to validate s3 transfer acceleration status values",334ca16b5ead9e3eb30939f3397c1bc6a4353729,False,"S3_Bucket_With_AccelerateConfiguration.py, S3_Bucket_With_AccelerateConfiguration.template, test_basic.py, s3.py, validators.py"
3badea5d04a439208f1d67095c1df53f72d7c91f,"Events target (fixes #830) (#840)

* Add `Event::Rule::Target::InputTransformer`
* Add `Event::Rule::Target::KinesisParameters`
* Add `Event::Rule::Target::RunCommandParameters`",d4d7e6782d37ba81573c30f94d4c77a6fd0902d3,False,events.py
d412aa255795ae55418a3cdeb32c65d615dc1674,"Fixes RecordColumns cardinality for InputSchema and ReferenceSchema (#859)

Both InputSchema[0] and ReferenceSchema[1] should be a list of RecordColumn
instead of a RecordColumns

[0]: http://docs.aws.amazon.com/AWSCloudFormation/latest/UserGuide/aws-properties-kinesisanalytics-application-inputschema.html
[1]: http://docs.aws.amazon.com/AWSCloudFormation/latest/UserGuide/aws-properties-kinesisanalytics-applicationreferencedatasource-referenceschema.html",a37f205fad3eb1ddba929678a77a6499fc501fef,False,analytics.py
ebadab4557cb817ef3e6e8ec8daa3d8abcfde04a,"Fixes ApplicationOutput/Output cardinality (#863)

The Output[0] property should be an object instead of a list of objects.
The official documentation is not clear about this but creating an
ApplicationOutput with a list of Output objects will fail with the message:

Property validation failure: [Value of property {/Output} does not match type {Object}]

while creating an ApplicationOutput with an Ouput object will succeed.

[0]: http://docs.aws.amazon.com/AWSCloudFormation/latest/UserGuide/aws-resource-kinesisanalytics-applicationoutput.html",d412aa255795ae55418a3cdeb32c65d615dc1674,False,analytics.py
9a549d4e6e273b5dfb4837834dbfc918f8d1bcb3,Fixes incorrect class definition. (#877),25b7edc73931086568469337c94dfc13c78a14f6,False,ssm.py
0ed3fe09c7ad736b70750d1644fae7300f2b8f94,Output yaml (to_yaml) using cfn_flip (Fixes #567),929e663c3fbfbe7b0eab59404c4e3936916a3c0c,False,"setup.py, test_yaml.py, __init__.py"
4af80beb5b89326bc0734b0d994c60143f5ed4b1,"Fix SSM NotificationConfig validator type (#930)

The validator can't be enclosed in a list type and it also expects to validate a list of items.",8003a8094e059fd4ae214231a71b2d081597521f,False,ssm.py
3f6334dfaf24c91739ec2fc43ec2466431f19f3f,"Fix SQS::Queue validation in the case of no QueueName specified (#931)

Fix validation failure for fifo queues in the case that no QueueName is specified.  Note that Cloudformation *does* now automatically give a QueueName ending with .fifo in this case, contrary to the comment on PR #757.",4af80beb5b89326bc0734b0d994c60143f5ed4b1,False,"test_sqs.py, sqs.py"
2f7f1245df0a16b51c7d9c3995e68eeba56b6e00,Typo fix in examples/ElastiCacheRedis.py (#926),3f6334dfaf24c91739ec2fc43ec2466431f19f3f,False,"ElastiCacheRedis.py, ElastiCacheRedis.template"
97087072cadebf2c95582b1e2db10cf0e6ed4839,"Add resource_type value and unit tests for guardduty `AWSObject`s (#945)

Unit tests confirm construction of these objects and ensure that the
`Type` field is set properly in the output dict to prevent regressions.

Fixes #944",fa3f88111246a791750b0b04870d12e00f0fef12,False,"test_guardduty.py, guardduty.py"
3a0da4ca0a3b9d65d87e47fdec64498b9e8eb31e,Fixes the lifecyclepolicy problem reported at Issue #953 (#954),6385ccd00c5b188d6b449b814a3e445798e98397,False,ecr.py
73f25147d31490ce7c28fa29660a50c66e591f9e,"Correct type in API Gateway GatewayResponse type (#950)

Fixes #949",183776ebc8fe9b71fe82791f06b0480c92faf71a,False,apigateway.py
90f3c14f2af2e4e1eb9851bd8da45cbaa09d5530,"Add long form parameter to to_yaml (#972)

currently, troposphere to_yaml function will by default use the short form.  This causes tag issue.  cfn_flip already has the option to turn on the long form, so this should be passed through so that it can be used in troposphere.",bef6d6ba6eca19f44dbd073df823b4198f4e549e,False,__init__.py
d8d7d7bd38e2a28b5a4ed4ff05d3c5302f00b66a,Properly handle list objects used with DependsOn (Fixes #982),8482227291f7816bca65ce5556f804104a63c3d2,False,"test_basic.py, __init__.py"
77b08955ed6f052165bb37d97dda257a8eaff104,"ApiGateway::DomainName CertificateArn fix (#996)

- Remove CertificateArn requirement from ApiGateway:DomainName to deploy
ApiGateway REGION deployment w/ssl",7073a5cea941d833a89a555f1af557d9f99966e0,False,apigateway.py
6134d4ed1f71aa090030bf83a97aa790ca1d7ee2,Change GetCidr to Cidr (Fixes #1013),00bc33b14fa72fbb48e02bba1cf97ef49fef9cd8,False,"test_basic.py, __init__.py"
c19bc8373805d98d22f0ad543dcf9a60a5f2d21c,Add missing OpsWorks::Instance properties (Fixes #1014),6134d4ed1f71aa090030bf83a97aa790ca1d7ee2,False,opsworks.py
c1c4490c2508e1762b15b4a5eef9ad32d9704298,"Fix AutoScalingRole in EMR: Fixes #984 (#1036)

* Fix AutoScalingRole in EMR: Fixes #984

changed to
python emr.py | grep EMR_AutoScaling_DefaultRole
                ""AutoScalingRole"": ""EMR_AutoScaling_DefaultRole"",

from

python emr.py | grep EMR_AutoScaling_DefaultRole
                    ""Ref"": ""EMR_AutoScaling_DefaultRole""

* Update test to reflect new example",d5496c993251fcf14de59dbba9c96f6144deedb1,False,"EMR_Cluster.py, EMR_Cluster.template"
8b1cae663ddfa8a8588fbaabcac3b04da2466c26,"Update to cfn-flip 1.0.2 (#1003)

cfn-flip 1.0.2 fixes the issue where zero-prefixed strings are not quoted which confuses the CloudFormation service",661e68a184f4a7a87b84d0f6b004863fa8e3ce3a,False,setup.py
01af6f50ddf9d65bcb59fea200c154842e7e3dc5,"Allow multiple NoValue properties in mutually_exclusive (#1050)

* Allow multiple NoValue properties in mutually_exclusive

mutually_exclusive ignores the value of properties, only looking at
whether or not they are defined. This causes a bug where you cannot
have two mutually exclusive properties, even if the value of those
properties is AWS::NoValue, which is allowed by cloudformation.",88b9666ce5e74ad63cd9ebb1907bdca7619826af,False,"test_validators.py, validators.py"
8e2b9b4835f5aea77c338462e0aa49902446ac55,"Release 2.2.2 (#1051)

* Release 2.2.2

* Fix unintentional sarch/replace error",01af6f50ddf9d65bcb59fea200c154842e7e3dc5,False,"CHANGELOG.md, setup.py, __init__.py"
c4cc249e1a20b9221a4067fcd84350c5a73cd923,Fix use of to_yaml long_form parameter (#1055),596d97546c346fea37da1304ab84d12dc4ad150d,False,__init__.py
740a09d9cd6dff6cf269bfb42e6358003286f3c8,Fix casing of CreditSpecification CpuCredits (#1068),2b149fd29e3264506e7ffa2781bc207ed9ed440a,False,ec2.py
6d9cb3e48757387605f5caedee4a317f6a20fd3a,Fix CPUCredits casing and implement LaunchTemplateCreditSpecification class (#1100),ee0f2766b49a512c97897ea42ed36a893d44a246,False,ec2.py
b5daf41c54821119ee6d354aaedd85b9a27062bb,"Made S3 Prefix in Firehose optional (#1102)

`Prefix` is optional for `S3Configuration`, `S3DestinationConfiguration`, and `ExtendedS3DestinationConfiguration`.",35bdfbf4825aa277f2eb2d65dd3a09af89a8ebaf,False,firehose.py
bc04cfe9fb6490264a143f3677d06fbfc8ef1528,Prefix is still required in ExtendedS3DestinationConfiguration,b5daf41c54821119ee6d354aaedd85b9a27062bb,False,firehose.py
4bb3c6d690b51d790893cba55604dd2e1d1b499b,Fix missing boolean import in sns,3a5d8819d6ffb4f712a0903ad06d18ebfcce4c5a,False,sns.py
a0f3b6b9cabcf6e4c4e3024b1df4a82f4c8a5ab5,"Fix amazonmq missing properties (#1143)

* added missing properties ""SecurityGroups"" and ""SubnetIds"" to amazonmq.Broker",6198e5bd114a9b64d8530610fb36e1af94a2d0c6,False,amazonmq.py
f865566f86d8301ab45222bc56fe8760e08fe2f5,"Fix AutoScalingRollingUpdate validation failure (#1148)

* Add test for AutoScalingRollingUpdate validation, add test demonstrating issue with false validation failures
* Allow AutoScalingRollingUpdate.MinInstancesInService to be unspecified in validator (it defaults to 0)",c01b0a07e696364f7c1865d5d19b892e8975ed38,False,"test_asg.py, autoscaling.py"
6c77536445af282139cc8374047ed204c517d715,"Add new properties to ServiceRegistry (#1172)

* Add two new properties:
https://docs.aws.amazon.com/AWSCloudFormation/latest/UserGuide/aws-properties-ecs-service-serviceregistry.html

* Fix order of new attributes",91dc3b5f8916b96ead45783c58d24ce7305c1701,False,ecs.py
5c07a52c568016f38ea60f79a7c0f217c5626e4d,"Fix issues with CanaraySettings properties (#1181)

* Fix issues with CanaraySettings properties

For some reason 3 different properties of the CanarySettings type were
added to ApiGateway:

AWS::ApiGateway::Deployment.DeploymentCanarySettings (3 properties)
- Deployment::DeploymentCanarySettings

AWS::ApiGateway::Stage.CanarySetting (4 properties)
- Stage::CanarySetting

AWS::ApiGateway::Deployment.CanarySetting (3 Properties)
- Deployment.StageDescription::CanarySetting

This attempts to resolve the different properties.

* Add missing property from 9/20/2018 update",d5a21c3031f45c845b2b244040ea8dcf99801299,False,apigateway.py
0d39e9ae30c94041a365bba3aea57ac3761f4a97,"Add LambdaPermission in Example CloudWatchEventsSample.py (#1141)

* Add LambdaPermission in Example CloudWatchEventsSample.py

* Update tests\examples_out\CloudWatchEventsSample.template

* Fix CloudWatchEventsSample.template Output",0e1f12d4e1b096f6b7f8e1cc7fd004fe07c29bf6,False,"CloudWatchEventsSample.py, CloudWatchEventsSample.template"
b7b5c783a43d5552998b96a05d17ff895a96bac5,"improve double validation and fix some property datatypes (#1179)

* improve double validation and fix some property datatypes

 - replace `floatingpoint` validator with more valid `double` validator - this is also the naming used in AWS CloudFormation
 - update CloudWatch Alarm Threshold datatype to double (according to [documentation](https://docs.aws.amazon.com/de_de/AWSCloudFormation/latest/UserGuide/aws-properties-cw-alarm.html#cfn-cloudwatch-alarms-threshold))
 - update Glue ExecutionProperty MaxConcurrentRuns datatype to positive_integer (according to [documentation](https://docs.aws.amazon.com/AWSCloudFormation/latest/UserGuide/aws-properties-glue-job-executionproperty.html#cfn-glue-job-executionproperty-maxconcurrentruns))

* please the linter

* adopt use of floatingpoint to double due to merge of master",0d39e9ae30c94041a365bba3aea57ac3761f4a97,False,"apigateway.py, applicationautoscaling.py, cloudwatch.py, ec2.py, emr.py, glue.py, validators.py"
e5fa94480dcc82ce9fc9fab6f243a2aa472c2c46,"Fix #1174 TemplateGenerator fail to parse template Fn::Sub with variable (#1180)

* Fix #1174 TemplateGenerator fail to parse template Fn::Sub with variable

Fix #1174

* Modification according to pyflakes",b7b5c783a43d5552998b96a05d17ff895a96bac5,False,"test_basic.py, __init__.py"
4b13f2e3866801af30547bfa2fb10c40a9eff7c0,Fix EC2 SpotFleet properties #1195 (#1198),35e420de0e919083b03dc60c45094ca8258badc0,False,ec2.py
f7a8ae1a2ebb1982c354cedf82852598457bf009,"Validate Lambda environment variable names (#1186)

Fixes #766",5b80ec654f6f2b3bfac10fb70b528741c3d79138,False,"test_awslambda.py, awslambda.py"
8102a4a8d11df7b903c15cbc7b5e104cd963816e,Fix DockerVolumeConfiguration Labels and DriverOpts definition (#1194),f7a8ae1a2ebb1982c354cedf82852598457bf009,False,"test_ecs.py, ecs.py"
3dc16d6893c3de5a394cce21e605bd066c024c7c,"Setup to_dict for Tags AWSHelper (#1189)

Ran into an issue in stacker where resources with `Tags` couldn't be
built as `TroposphereType`s because Tags are a subclass of AWSHelperFn.",8102a4a8d11df7b903c15cbc7b5e104cd963816e,False,"test_dict.py, __init__.py"
0e7d653202908ddeab878b91f37c1090a1859052,Fix bugs and add missing properties in sagemaker (#1214),a35b940954f54b88ec372c05a090b244a16777c2,False,sagemaker.py
bfe933430cd787ede3fee29c3bc63e7300810d0c,Fix online merge issue,19bbac079df80584d0a55fd2248918a7496b50a7,False,ec2.py
52da1e3345dbc03d705edb109eb2f210c309da5e,Fixes EC2 SpotFleet LoadBalancersConfig structure (#1233),bfe933430cd787ede3fee29c3bc63e7300810d0c,False,ec2.py
dc982fd3b7efa76280587ebebb7236ac6f8e4ef7,"Extend Action to support Redirect and FixedResponse for AWS::ElasticLoadBalancingV2::ListenerRule (#1140)

* Extend Action for AWS::ElasticLoadBalancingV2::ListenerRule
* Add possibility to define redirect type with RedirectConfig as defined in docs: https://docs.aws.amazon.com/elasticloadbalancing/latest/APIReference/API_Action.html
* Add validation to allowed values and combinations of type and required property
* Add one_of validator to check against list of possible values
* Add FixedResponse",86989a5b94afa96ac62eb66f4efa461ac0666c8b,False,"test_elasticloadbalancerv2.py, test_validators.py, elasticloadbalancingv2.py, validators.py"
31fc1f7a09cc646ed8407ca070415acc43d21eff,"Add missing KMS key properties (#1265)

Fix (#1264)",f37ab1eebc00cc09f28bafcb0245e4352a271a89,False,"kms.py, validators.py"
4e7e0f29d07ecdf1bee647d18508e41f5c39812f,Fix pep errors due to online merge,31fc1f7a09cc646ed8407ca070415acc43d21eff,False,validators.py
e6686542db9e161479fd6b79bd46b21a84062955,Fix EC2Fleet class definition to match functional correctness of CloudFormation (#1266),4e7e0f29d07ecdf1bee647d18508e41f5c39812f,False,ec2.py
6a71b048f55c2031a5087c07b16085738cbf359d,"Add AWS::Route53Resolver::ResolverRuleAssociation resource, per 2019 Jan 3 update (#1269)",a423819a7b144a74be0c0f1931970485b02a0a1b,False,route53.py
d18ee9e523e7222a02d9e798240e1068404f600c,Fix nested 'Name' sections in Output import (#1270),6a71b048f55c2031a5087c07b16085738cbf359d,False,template_generator.py
f544b21eccbd006e9023ecf7e2f0eea918447548,Add test for nested Name in TemplateGenerator fixed via #1270,abd39f7161c318f7aa88aeb40ea4afebc20c634f,False,test_template_generator.py
10256fbfc8f84a198ede4ef0b24bcbeefee22f11,Fixes DynamoDB validator error (#1280),cb051b23c9126bf7a8185e735843c91de1e79053,False,dynamodb.py
80a33bb79012ea8d6947ae6035e8d6542fc6df63,"Add 'Kind' property to AWS::AppSync::Resolver (#1287)

* Add 'Kind' property to AWS::AppSync::Resolver
   - To use the PipelineConfig feature for AppSync resolvers, the Kind property is required to be PIPELINE.
    - Adding this property to the resolver class will allow consumers to properly configure Pipeline resolvers.",c1886ada85c8663ba5067e2ee0eaae77a71dda67,False,"test_appsync.py, appsync.py"
f334c6389b52419c0d9cfcc9fe29a57743af7276,Fix creating RotationSchedule for SecretsManager (#1293),26e2c57fbfa64849918043aefd53258aa591aac8,False,secretsmanager.py
c3422d271b92021b41c11aae0f24e22e912723bf,"Fix tag sorting on py3 (#1289)

Fixes #1161",f334c6389b52419c0d9cfcc9fe29a57743af7276,False,"test_tags.py, __init__.py"
00b613754e28ee877e0a164e6e33817c37a9d518,"Updated autoscalingplans to match cloudformation doco (#1291)

- Fixed ScalingInstruction's TargetTrackingConfigurations object type
- Added missing valid option for VALID_PREDICTIVESCALINGMODE
- Fixed object type of PredefinedLoadMetricSpecification",feee697496377deab8f3c1adab1eb729fc4250d2,False,autoscalingplans.py
334c14be214684fa802670f389e7d7658e469d39,Add missing serverless properties (Fixes #1294),00b613754e28ee877e0a164e6e33817c37a9d518,False,"test_serverless.py, serverless.py"
05672a2b0cf87215dbd6a2a656669e0d3c92d0e5,Fix for pyflakes 2.1.0,9a18e259a2cacefa5adbea1aa874bc4c59838a93,False,".travis.yml, codebuild.py"
b8f92ee7ea8719bd5acdc348f18a9727acb025e2,Make DataSourceName non-mandatory in appsync resolvers (#1296),a67117e5fe1ccf033a98498d6c128126e66e5d3c,False,appsync.py
ae0993e253e28ceb34402e3a4b0e5e4771f32d55,"Update integer_list_item to always cast value to an int for comparison (#1192)

Current code seems to assume positive_integer(x) converts to int, while it doesn't.
This problem generates 'Integer must be one of following...' error when the value is in the list because it tries to find a string in an array of ints. 

Other methods such as integer_range do cast correctly, integer_list_item should work the same.

Ran into this issue when creating a LogGroup object with RetentionInDays set to u'7' which should be valid. Passing a number also doesn't work because the expected value should be a string.",b8f92ee7ea8719bd5acdc348f18a9727acb025e2,False,validators.py
b50c67110b6e006d26728155238ba37c797c9710,Fix up integer_list_item code and add a test for it,ae0993e253e28ceb34402e3a4b0e5e4771f32d55,False,"test_logs.py, validators.py"
d300b722c40d4670f875f038f5f3b799bc8950a0,Fix for AWS Lambda reserved environment variables (#1306),b50c67110b6e006d26728155238ba37c797c9710,False,"test_awslambda.py, awslambda.py"
bb4acade9a7374b08f5e5009b4b24e3bee2d89c1,Add DestinationPrefixListId to EC2 SecurityGroupRule (#1309),d1bb52fe4bb6a4a9b3ef01500fc6da2720804a83,False,ec2.py
d94f76ecdbd78445a217cc4e10686e06503b558e,Fix Glue StorageDescriptor NumberOfBuckets spelling (#1310),b6b20888591e48ffb8ce57218157ba1712aadcd3,False,glue.py
414f4356ba6e4b8b5bac399f11945e35f9da632a,Fix  ApiGateway AccessLogSetting prop spelling (#1316),c29532868fd8f746807cf27f67020a441de1b685,False,apigateway.py
e60a9f035a13d71b90b9539ce1b7dbaf7d54bb43,"Remove awacs as a hard dependency; ensure awacs>=0.8 otherwise (#1325)

* Remove hard dependency on awacs
  Fixes cloudtools/troposphere#1324
* If awacs is installed, ensure its version is >= 0.8",42041ba3b7111ee9b7d6b9abac7af43d341c3971,False,"requirements.txt, setup.py"
548deea195668669ecb89413f4709799efd083da,Add URLSuffix Ref (#1347),bf778739dd8e06a15df49264a9272346e8df3718,False,__init__.py
be5f3ee434709bc21ac19552932e8ff1fb3d9979,Fix EC2 SpotFleet LoadBalancersConfig TargetGroupConfig (#1346),548deea195668669ecb89413f4709799efd083da,False,ec2.py
80dcd2d5610bfd66d7bea20fde00c01d98cf4205,Fix a pep8 issue introduced with pycodestyle 2.5.0,1a0ce37f5f07f370e1a061668b565dbccdceac25,False,gen.py
56e4c26cccd19fd98c9c2f55f856cab71f6e7e65,"Add constants for missing rds instance types (#1365)

Based on https://aws.amazon.com/rds/instance-types/

The 'x1' instances listed on the linked page are missing the `db.`
prefix.  https://console.aws.amazon.com (create a new oracle instance)
and
https://docs.aws.amazon.com/AmazonRDS/latest/UserGuide/CHAP_Oracle.html#Oracle.Concepts.InstanceClasses
list them with the prefix.",80dcd2d5610bfd66d7bea20fde00c01d98cf4205,False,constants.py
f5dbb4e897bf3db0e7ef1f33f7d392b659a51954,Fix the scripts for Python3 (#1364),98ddbcc59307d46d234d6d6d289d91dfe99728a5,False,"cfn, cfn2py, gen.py"
789cb0d40a1e19bfec3db5b59ec1c1674433d603,Fix pycodestyle issues with scripts,84450b097916070d95775509018c3176b13ecc99,False,"cfn, cfn2py, gen.py"
737277bcfd328d83f2bfda86413631c6d3801dbb,"Fixed: Codebuild Webhook Filters are to be a list of list of WebhookFilter (#1372)

* Fixed: Codebuild Webhook Filters are to be a list of list of WebhookFilter
According to documentation, Web Hooks should be written in the form of List of List of WebHooks
https://docs.aws.amazon.com/AWSCloudFormation/latest/UserGuide/aws-properties-codebuild-project-projecttriggers.html",0c1738daf71e939f8a099af7d410f2c0e35d3119,False,codebuild.py
dbf1ab10b02e0efc3c55548c9dee3782af801c9e,"Added ECS ProxyConfiguration, DependsOn,  StartTimeout and StopTimeout parameters (#1382)

Fixes #1378",0573b753cd60c41a1038b7843d95035ccd3d51d4,False,"ecs.py, validators.py"
dd57136059606df2b8f85151c95813f831ce4091,"Fix MethodSettings on AWS::Serverless::Api (#1391)

According to the SAM documentation (and
https://github.com/awslabs/serverless-application-model/blob/master/samtranslator/model/sam_resources.py):
* MethodSetting -> MethodSettings
* this is an array of MethodSetting, not a single MethodSetting",bb2a49425d98879b379956fe6f25fd529fd33cae,False,serverless.py
c65d50b287c6d6da0443cec8ea63a619c2553adf,"Fixed issue #1394 wrong appmesh Listener property and #1396 dependson should be a type list and #1397 proxy props should be list (#1395)

* Fixed bug for issue #1394
* Changing dependson to list issue #1396
* Addressing issue #1397",58bfb641e70f44c409d354e9ae8516c456d0cfb7,False,"appmesh.py, ecs.py"
